Unnamed: 0,Year,Player,Pos,Age,Tm,G,PER,TS%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,WS,BPM,VORP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,TOV,PTS
7204,1983.0,Sly Williams,PF,25.0,NYK,68.0,18.2,0.53,7.9,16.8,12.3,16.0,2.6,0.1,14.9,3.8,2.0,1.4,0.485,0.105,0.49700000000000005,0.48700000000000004,0.68,290.0,133.0,73.0,3.0,133.0,806.0
7205,1983.0,Bill Willoughby,SF,25.0,TOT,62.0,8.8,0.493,6.2,12.7,9.6,7.0,1.0,0.8,14.9,1.2,-2.5,-0.1,0.45399999999999996,0.429,0.455,0.46299999999999997,0.782,201.0,64.0,25.0,17.0,61.0,343.0
7206,1983.0,Bill Willoughby,SF,25.0,SAS,52.0,9.1,0.501,6.5,12.8,9.8,6.5,1.0,0.8,15.0,1.2,-2.1,0.0,0.461,0.462,0.461,0.47100000000000003,0.774,190.0,56.0,24.0,16.0,56.0,319.0
7207,1983.0,Bill Willoughby,SF,25.0,NJN,10.0,4.7,0.402,2.7,12.0,7.4,12.5,0.5,0.7,14.3,0.0,-6.8,-0.1,0.379,0.0,0.39299999999999996,0.379,1.0,11.0,8.0,1.0,1.0,5.0,24.0
7208,1983.0,Brian Winters,SG,30.0,MIL,57.0,12.1,0.484,3.0,5.8,4.4,16.6,1.6,0.2,11.5,2.1,-2.3,-0.1,0.434,0.324,0.449,0.45299999999999996,0.8590000000000001,110.0,156.0,45.0,4.0,81.0,605.0
7209,1983.0,Al Wood,SF,24.0,SDC,76.0,13.0,0.509,5.6,9.5,7.4,10.1,1.4,1.2,12.0,2.3,-2.4,-0.2,0.46399999999999997,0.3,0.475,0.474,0.77,236.0,134.0,55.0,36.0,111.0,825.0
7210,1983.0,Mike Woodson,SG,24.0,KCK,81.0,18.9,0.5579999999999999,3.7,7.3,5.5,15.0,2.5,1.4,11.6,7.8,2.1,2.5,0.506,0.212,0.515,0.509,0.79,248.0,254.0,137.0,59.0,174.0,1473.0
7211,1983.0,Orlando Woolridge,SF,23.0,CHI,57.0,17.0,0.608,8.0,11.6,9.8,8.9,1.1,1.4,16.9,3.6,0.0,0.8,0.58,0.0,0.583,0.58,0.638,298.0,97.0,38.0,44.0,157.0,939.0
7212,1983.0,James Worthy*,SF,21.0,LAL,77.0,17.4,0.594,9.2,13.0,11.2,8.6,2.1,1.7,17.0,5.1,1.5,1.7,0.579,0.25,0.581,0.58,0.624,399.0,132.0,91.0,64.0,178.0,1033.0
7213,1983.0,Jim Zoet,C,29.0,DET,7.0,-0.8,0.2,10.2,17.7,13.9,3.8,1.5,5.3,44.4,-0.1,-7.3,0.0,0.2,,0.2,0.2,,8.0,1.0,1.0,3.0,4.0,2.0
7214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7215,1984.0,Kareem Abdul-Jabbar*,C,36.0,LAL,80.0,21.3,0.608,7.8,16.8,12.7,11.5,1.0,2.9,13.5,8.9,2.8,3.2,0.578,0.0,0.579,0.578,0.723,587.0,211.0,55.0,143.0,221.0,1717.0
7216,1984.0,Alvan Adams,C,29.0,PHO,70.0,16.6,0.513,9.5,16.3,12.9,20.3,2.4,1.2,15.2,3.3,2.0,1.5,0.462,0.0,0.465,0.462,0.825,319.0,219.0,73.0,31.0,117.0,670.0
7217,1984.0,Mark Aguirre,SF,24.0,DAL,79.0,23.5,0.5720000000000001,6.4,12.3,9.4,21.0,1.3,0.4,12.3,9.0,3.3,3.9,0.524,0.268,0.532,0.528,0.7490000000000001,469.0,358.0,80.0,22.0,285.0,2330.0
7218,1984.0,Danny Ainge,SG,24.0,BOS,71.0,10.4,0.498,3.0,8.3,5.7,18.4,1.7,0.2,15.4,1.8,-2.4,-0.1,0.46,0.273,0.47200000000000003,0.46799999999999997,0.821,116.0,162.0,41.0,4.0,70.0,384.0
7219,1984.0,J.J. Anderson,SF,23.0,UTA,48.0,11.6,0.42700000000000005,13.6,8.0,10.6,9.6,2.2,1.5,12.3,0.1,-3.2,-0.1,0.423,0.0,0.433,0.423,0.414,63.0,22.0,15.0,9.0,20.0,122.0
7220,1984.0,Richard Anderson,PF,23.0,DEN,78.0,14.6,0.47100000000000003,10.1,21.1,15.5,17.6,1.4,1.1,13.4,1.3,-1.5,0.2,0.426,0.158,0.435,0.429,0.773,406.0,193.0,46.0,28.0,109.0,663.0
7221,1984.0,Tiny Archibald*,PG,35.0,MIL,46.0,10.6,0.526,1.8,6.3,4.2,21.1,1.6,0.0,19.4,1.4,-3.1,-0.3,0.48700000000000004,0.222,0.506,0.495,0.634,76.0,160.0,33.0,0.0,78.0,340.0
7222,1984.0,Ken Austin,SF,22.0,DET,7.0,5.6,0.462,7.3,4.0,5.7,4.8,1.7,2.0,18.8,0.0,-6.9,0.0,0.462,,0.462,0.462,,3.0,1.0,1.0,1.0,3.0,12.0
7223,1984.0,John Bagley,PG,23.0,CLE,76.0,12.8,0.485,3.1,7.4,5.2,27.9,2.2,0.1,19.7,0.9,-2.8,-0.3,0.423,0.11800000000000001,0.43200000000000005,0.425,0.7929999999999999,156.0,333.0,78.0,4.0,170.0,673.0
7224,1984.0,James Bailey,PF,26.0,HOU,73.0,15.5,0.537,9.6,17.4,13.5,9.3,1.3,1.9,14.4,2.3,-1.5,0.1,0.491,0.0,0.49200000000000005,0.491,0.7190000000000001,294.0,79.0,33.0,40.0,101.0,646.0
7225,1984.0,Thurl Bailey,PF,22.0,UTA,81.0,12.9,0.539,6.4,17.3,12.1,8.4,0.9,3.1,14.1,3.6,-0.3,0.9,0.512,,0.512,0.512,0.752,464.0,129.0,38.0,122.0,105.0,692.0
7226,1984.0,Greg Ballard,SF,29.0,WSB,82.0,15.3,0.515,6.1,15.0,10.5,16.5,1.7,0.7,11.0,5.6,1.2,2.2,0.48100000000000004,0.133,0.486,0.48200000000000004,0.7979999999999999,488.0,290.0,94.0,35.0,142.0,1188.0
7227,1984.0,Gene Banks,PF,24.0,SAS,80.0,15.4,0.606,8.5,15.2,11.9,12.0,1.8,0.5,16.1,6.2,3.6,3.6,0.568,0.16699999999999998,0.5710000000000001,0.568,0.741,582.0,254.0,105.0,23.0,166.0,1049.0
7228,1984.0,Dave Batton,C,27.0,SAS,4.0,6.4,0.5,3.5,10.1,6.9,11.8,0.0,5.0,28.6,0.0,-5.9,0.0,0.5,,0.5,0.5,,4.0,3.0,0.0,3.0,4.0,10.0
7229,1984.0,Kent Benson,C,29.0,DET,82.0,14.0,0.584,6.9,18.6,12.6,9.2,1.9,1.7,13.8,4.7,1.9,1.7,0.55,0.0,0.551,0.55,0.8220000000000001,409.0,130.0,71.0,53.0,79.0,579.0
7230,1984.0,Larry Bird*,PF,27.0,BOS,79.0,24.2,0.552,7.0,22.3,14.9,26.2,2.3,1.3,12.1,13.6,7.8,7.4,0.49200000000000005,0.247,0.504,0.49700000000000005,0.888,796.0,520.0,144.0,69.0,237.0,1908.0
7231,1984.0,Otis Birdsong,SG,28.0,NJN,69.0,16.8,0.53,3.8,5.1,4.5,19.1,1.8,0.5,11.7,4.5,-0.1,1.0,0.508,0.25,0.513,0.51,0.608,170.0,266.0,86.0,17.0,170.0,1365.0
7232,1984.0,Rolando Blackman,SG,24.0,DAL,81.0,19.8,0.596,4.8,9.5,7.2,14.2,0.9,0.7,10.0,9.8,1.9,3.0,0.546,0.091,0.55,0.547,0.812,373.0,288.0,56.0,37.0,169.0,1815.0
7233,1984.0,Tom Boswell,PF,30.0,UTA,38.0,10.2,0.596,11.9,13.7,12.9,7.6,1.6,0.0,17.5,0.6,-0.8,0.1,0.5379999999999999,1.0,0.529,0.5479999999999999,0.762,64.0,16.0,9.0,0.0,13.0,73.0
7234,1984.0,Charles Bradley,SG,24.0,SEA,8.0,0.5,0.546,0.0,8.7,4.4,16.1,0.0,1.4,44.2,-0.1,-12.4,-0.1,0.429,,0.429,0.429,0.7140000000000001,3.0,5.0,0.0,1.0,8.0,11.0
7235,1984.0,Mike Bratz,PG,28.0,GSW,82.0,12.9,0.483,2.9,8.4,5.5,23.9,2.7,0.2,15.8,1.9,-2.6,-0.2,0.409,0.294,0.42100000000000004,0.423,0.8759999999999999,143.0,252.0,84.0,6.0,109.0,561.0
7236,1984.0,Randy Breuer,C,23.0,MIL,57.0,9.2,0.426,12.0,14.1,13.1,5.0,1.2,4.7,15.1,0.3,-4.5,-0.3,0.384,,0.384,0.384,0.696,109.0,17.0,11.0,38.0,35.0,168.0
7237,1984.0,Ron Brewer,SG,28.0,TOT,53.0,9.6,0.47700000000000004,2.4,4.4,3.4,6.5,1.1,1.1,8.5,0.3,-4.9,-0.7,0.444,0.214,0.452,0.44799999999999995,0.7759999999999999,63.0,50.0,24.0,21.0,40.0,413.0
7238,1984.0,Ron Brewer,SG,28.0,GSW,13.0,8.6,0.496,2.4,4.5,3.4,3.8,1.3,1.3,9.7,0.2,-5.0,-0.2,0.466,0.0,0.474,0.466,0.647,13.0,6.0,6.0,5.0,7.0,65.0
7239,1984.0,Ron Brewer,SG,28.0,SAS,40.0,9.9,0.474,2.4,4.4,3.4,7.2,1.0,1.1,8.3,0.2,-4.9,-0.6,0.441,0.231,0.449,0.445,0.82,50.0,44.0,18.0,16.0,33.0,348.0
7240,1984.0,Junior Bridgeman,SF,30.0,MIL,81.0,14.3,0.508,3.9,11.3,7.8,16.7,1.1,0.3,11.0,5.1,-1.0,0.6,0.465,0.19399999999999998,0.473,0.46799999999999997,0.807,332.0,265.0,53.0,14.0,148.0,1220.0
7241,1984.0,Michael Brooks,SF,25.0,SDC,47.0,14.0,0.518,11.5,16.1,13.8,8.1,1.7,0.5,13.2,2.4,1.1,1.1,0.479,0.0,0.484,0.479,0.6890000000000001,342.0,88.0,50.0,14.0,78.0,530.0
7242,1984.0,Fred Brown,SG,35.0,SEA,71.0,17.1,0.5529999999999999,1.4,4.8,3.1,26.6,2.1,0.1,11.4,2.6,-2.0,0.0,0.51,0.265,0.528,0.519,0.895,62.0,194.0,49.0,2.0,70.0,602.0
7243,1984.0,Rickey Brown,C,25.0,ATL,68.0,9.0,0.514,9.6,16.8,13.2,5.3,1.2,1.7,18.8,0.9,-2.9,-0.2,0.46799999999999997,,0.46799999999999997,0.46799999999999997,0.738,181.0,29.0,18.0,23.0,53.0,236.0
7244,1984.0,Wallace Bryant,C,24.0,CHI,29.0,9.6,0.4,13.2,15.8,14.5,6.2,1.4,2.0,9.8,0.0,-5.2,-0.3,0.391,,0.391,0.391,0.424,80.0,13.0,9.0,11.0,16.0,118.0
7245,1984.0,Quinn Buckner,PG,29.0,BOS,79.0,9.4,0.456,3.9,8.4,6.2,21.5,3.2,0.1,22.0,1.3,-1.6,0.1,0.42700000000000005,0.0,0.435,0.42700000000000005,0.649,137.0,214.0,84.0,3.0,100.0,324.0
7246,1984.0,Don Buse,PG,33.0,KCK,76.0,13.4,0.49200000000000005,2.4,7.6,5.0,29.4,3.0,0.0,18.3,2.2,-1.6,0.1,0.426,0.305,0.451,0.452,0.7879999999999999,116.0,303.0,86.0,1.0,87.0,381.0
7247,1984.0,Kenny Carr,PF,28.0,POR,82.0,17.3,0.5920000000000001,9.8,21.5,15.5,9.1,1.3,0.8,15.7,6.7,1.0,1.9,0.561,0.0,0.564,0.561,0.6729999999999999,642.0,157.0,68.0,33.0,202.0,1283.0
7248,1984.0,M.L. Carr,SF,33.0,BOS,60.0,7.8,0.48100000000000004,5.2,9.2,7.3,10.7,1.4,0.4,19.3,0.4,-4.1,-0.3,0.409,0.2,0.429,0.418,0.875,75.0,49.0,17.0,4.0,46.0,185.0
7249,1984.0,Joe Barry,C,25.0,GSW,80.0,16.8,0.519,8.1,15.9,11.7,10.1,1.6,2.7,14.5,4.7,0.2,1.6,0.47700000000000004,0.0,0.47700000000000004,0.47700000000000004,0.723,636.0,198.0,103.0,142.0,268.0,1639.0
7250,1984.0,Butch Carter,SG,25.0,IND,73.0,13.5,0.52,3.8,4.5,4.1,15.0,2.9,0.4,13.0,2.6,-1.2,0.4,0.479,0.326,0.488,0.488,0.764,153.0,206.0,128.0,13.0,141.0,977.0
7251,1984.0,Howard Carter,SG,22.0,DEN,55.0,12.0,0.499,5.7,7.5,6.6,13.2,1.2,0.3,10.9,0.4,-4.5,-0.4,0.45899999999999996,0.263,0.47100000000000003,0.467,0.77,86.0,71.0,19.0,4.0,42.0,342.0
7252,1984.0,Bill Cartwright,C,26.0,NYK,77.0,18.5,0.637,9.6,22.1,15.9,6.4,0.9,2.4,16.3,9.8,2.5,2.8,0.561,0.0,0.561,0.561,0.805,649.0,107.0,44.0,97.0,200.0,1310.0
7253,1984.0,Harvey Catchings,PF,32.0,MIL,69.0,6.7,0.42,9.1,17.2,13.3,4.6,1.1,4.1,24.9,1.3,-1.0,0.3,0.39899999999999997,0.0,0.401,0.39899999999999997,0.524,271.0,43.0,25.0,81.0,57.0,144.0
7254,1984.0,Tom Chambers,PF,24.0,SEA,82.0,16.6,0.563,9.7,13.8,11.8,7.9,0.9,1.1,12.7,6.1,-0.3,1.1,0.499,0.0,0.505,0.499,0.8,532.0,133.0,47.0,51.0,192.0,1483.0
7255,1984.0,Maurice Cheeks,PG,27.0,PHI,75.0,16.4,0.591,2.1,7.1,4.7,27.7,3.3,0.5,18.5,7.3,2.1,2.6,0.55,0.4,0.5539999999999999,0.556,0.733,205.0,478.0,171.0,20.0,182.0,950.0
7256,1984.0,Carlos Clark,SG,23.0,BOS,31.0,12.1,0.451,6.5,8.6,7.6,17.7,3.0,0.4,16.7,0.1,-3.3,0.0,0.365,0.0,0.38,0.365,0.889,17.0,17.0,8.0,1.0,12.0,54.0
7257,1984.0,Don Collins,SG,25.0,GSW,61.0,12.4,0.516,6.6,8.2,7.3,10.1,2.1,0.8,15.8,0.9,-3.1,-0.3,0.483,0.2,0.48700000000000004,0.484,0.73,129.0,67.0,43.0,14.0,80.0,440.0
7258,1984.0,Leroy Combs,SF,23.0,IND,48.0,13.5,0.537,4.7,9.1,6.9,12.4,2.4,2.3,18.5,0.4,-3.3,-0.1,0.49700000000000005,0.0,0.506,0.49700000000000005,0.615,56.0,38.0,23.0,18.0,46.0,218.0
7259,1984.0,Lester Conner,SG,24.0,GSW,82.0,15.1,0.537,5.2,7.9,6.5,20.9,2.9,0.3,14.5,5.9,1.6,2.3,0.493,0.16699999999999998,0.496,0.494,0.718,305.0,401.0,162.0,12.0,143.0,907.0
7260,1984.0,Darwin Cook,PG,25.0,NJN,82.0,14.5,0.48100000000000004,3.1,6.5,4.8,25.4,4.1,1.1,16.1,3.6,1.0,1.4,0.44299999999999995,0.239,0.457,0.451,0.754,156.0,356.0,164.0,36.0,142.0,714.0
7261,1984.0,Jeff Cook,C,27.0,CLE,81.0,11.2,0.53,9.8,18.7,14.1,8.4,1.7,1.4,17.0,3.7,1.0,1.5,0.486,0.5,0.486,0.48700000000000004,0.723,484.0,123.0,68.0,47.0,91.0,471.0
7262,1984.0,Michael Cooper,SG,27.0,LAL,82.0,14.1,0.586,2.7,9.2,6.2,23.5,2.2,1.5,19.0,6.5,2.0,2.4,0.49700000000000005,0.314,0.5489999999999999,0.532,0.838,262.0,482.0,113.0,67.0,148.0,739.0
7263,1984.0,Wayne Cooper,C,27.0,POR,81.0,15.8,0.519,12.2,22.0,17.0,6.2,0.7,3.8,12.6,4.1,-1.5,0.2,0.45899999999999996,0.0,0.46299999999999997,0.45899999999999996,0.804,476.0,76.0,26.0,106.0,110.0,793.0
7264,1984.0,Dave Corzine,C,27.0,CHI,82.0,13.5,0.531,7.2,17.7,12.4,11.1,1.0,2.6,15.6,4.7,0.7,1.8,0.467,0.33299999999999996,0.469,0.469,0.84,575.0,202.0,58.0,120.0,175.0,1004.0
7265,1984.0,Charlie Criss,PG,35.0,TOT,15.0,10.8,0.449,2.7,7.9,5.3,23.8,1.9,0.0,14.5,0.3,-3.6,-0.1,0.385,0.16699999999999998,0.413,0.39399999999999996,0.75,20.0,38.0,8.0,0.0,10.0,53.0
7266,1984.0,Charlie Criss,PG,35.0,MIL,6.0,10.6,0.431,2.2,7.2,4.8,20.9,2.3,0.0,10.3,0.2,-3.0,0.0,0.36700000000000005,0.16699999999999998,0.41700000000000004,0.38299999999999995,0.636,9.0,17.0,5.0,0.0,4.0,30.0
7267,1984.0,Charlie Criss,PG,35.0,ATL,9.0,11.0,0.475,3.1,8.6,5.8,26.6,1.4,0.0,19.9,0.1,-4.3,-0.1,0.409,,0.409,0.409,1.0,11.0,21.0,3.0,0.0,6.0,23.0
7268,1984.0,Geoff Crompton,C,28.0,CLE,7.0,0.9,0.235,28.6,15.4,22.2,5.4,2.1,2.6,27.3,-0.1,-10.7,-0.1,0.125,,0.125,0.125,0.5,9.0,1.0,1.0,1.0,4.0,5.0
7269,1984.0,Russell Cross,C,22.0,GSW,45.0,15.3,0.546,10.0,15.6,12.6,8.8,1.6,1.1,11.1,0.8,-1.8,0.0,0.5710000000000001,,0.5710000000000001,0.5710000000000001,0.418,82.0,22.0,12.0,7.0,19.0,166.0
7270,1984.0,Pat Cummings,PF,27.0,DAL,80.0,13.8,0.523,7.0,23.6,15.3,8.7,1.2,0.5,12.8,4.2,-1.5,0.3,0.494,0.0,0.495,0.494,0.742,658.0,158.0,64.0,23.0,146.0,1045.0
7271,1984.0,Terry Cummings,PF,22.0,SDC,81.0,19.8,0.5379999999999999,12.6,17.6,15.1,7.2,1.5,1.1,11.2,7.5,0.9,2.2,0.494,0.0,0.495,0.494,0.72,777.0,139.0,92.0,57.0,218.0,1854.0
7272,1984.0,Earl Cureton,C,26.0,DET,73.0,8.6,0.475,9.7,24.5,16.8,4.6,1.2,1.9,21.3,1.0,-2.9,-0.2,0.45799999999999996,0.0,0.46,0.45799999999999996,0.525,287.0,36.0,24.0,31.0,55.0,193.0
7273,1984.0,Quintin Dailey,SG,23.0,CHI,82.0,15.8,0.531,2.8,8.3,5.5,17.6,2.1,0.3,13.6,3.7,-1.0,0.6,0.474,0.125,0.484,0.47600000000000003,0.8109999999999999,235.0,254.0,109.0,11.0,220.0,1491.0
7274,1984.0,Adrian Dantley*,SF,27.0,UTA,79.0,24.6,0.652,6.7,9.0,7.9,16.2,0.9,0.1,12.4,14.6,4.4,4.8,0.5579999999999999,0.25,0.5589999999999999,0.5579999999999999,0.8590000000000001,448.0,310.0,61.0,4.0,263.0,2418.0
7275,1984.0,Brad Davis,PG,28.0,DAL,81.0,14.4,0.593,1.8,6.3,4.1,27.1,1.7,0.3,18.0,6.2,-0.7,0.9,0.53,0.184,0.551,0.535,0.836,187.0,561.0,94.0,13.0,166.0,896.0
7276,1984.0,Charles Davis,SF,25.0,WSB,46.0,13.4,0.491,8.5,17.2,12.9,10.4,1.5,1.2,13.3,0.3,-3.9,-0.2,0.47200000000000003,0.111,0.488,0.475,0.615,103.0,30.0,14.0,10.0,36.0,231.0
7277,1984.0,Johnny Davis,PG,28.0,ATL,75.0,14.3,0.507,2.9,4.8,3.8,24.4,1.5,0.2,12.8,3.3,-1.8,0.1,0.44299999999999995,0.0,0.447,0.44299999999999995,0.848,139.0,326.0,62.0,6.0,134.0,925.0
7278,1984.0,Walter Davis,SG,29.0,PHO,78.0,18.5,0.5589999999999999,1.7,7.6,4.6,25.0,2.0,0.3,13.3,6.2,0.5,1.6,0.512,0.23,0.532,0.52,0.863,202.0,429.0,107.0,12.0,213.0,1557.0
7279,1984.0,Darryl Dawkins,C,27.0,NJN,81.0,17.6,0.6409999999999999,7.4,18.4,12.8,7.2,1.2,3.3,17.9,7.9,2.4,2.7,0.593,0.4,0.594,0.594,0.735,541.0,123.0,60.0,136.0,231.0,1357.0
7280,1984.0,Darren Daye,SF,23.0,WSB,75.0,12.3,0.488,9.0,9.7,9.3,21.8,1.6,0.6,17.1,1.3,-1.4,0.2,0.441,0.0,0.44799999999999995,0.441,0.7140000000000001,188.0,176.0,38.0,12.0,96.0,455.0
7281,1984.0,Kenny Dennard,PF,25.0,DEN,43.0,7.6,0.41100000000000003,9.2,16.7,12.8,12.0,2.4,1.0,20.9,0.1,-2.4,0.0,0.364,0.3,0.371,0.379,0.625,101.0,45.0,23.0,8.0,29.0,90.0
7282,1984.0,James Donaldson,C,26.0,SDC,82.0,15.3,0.648,7.4,21.6,14.6,4.6,0.8,3.0,18.6,5.8,1.2,2.1,0.596,,0.596,0.596,0.7609999999999999,649.0,90.0,40.0,139.0,171.0,969.0
7283,1984.0,John Drew,SF,29.0,UTA,81.0,20.5,0.552,9.0,10.6,9.9,12.0,2.2,0.1,12.9,4.5,-1.2,0.4,0.479,0.273,0.483,0.48200000000000004,0.778,338.0,135.0,88.0,2.0,192.0,1430.0
7284,1984.0,Larry Drew,PG,25.0,KCK,73.0,16.5,0.513,1.6,5.6,3.5,34.3,2.4,0.2,14.3,4.6,-0.9,0.6,0.462,0.3,0.46399999999999997,0.46299999999999997,0.7759999999999999,146.0,558.0,121.0,10.0,194.0,1194.0
7285,1984.0,Clyde Drexler*,SG,21.0,POR,82.0,14.5,0.496,9.2,10.6,9.9,14.7,3.6,1.2,16.3,2.4,0.9,1.0,0.451,0.25,0.452,0.452,0.728,235.0,153.0,107.0,29.0,123.0,628.0
7286,1984.0,Mike Dunleavy,PG,29.0,MIL,17.0,16.4,0.66,1.8,6.0,3.9,28.0,1.5,0.1,19.9,1.4,0.1,0.2,0.551,0.42200000000000004,0.622,0.626,0.8,28.0,78.0,12.0,1.0,36.0,191.0
7287,1984.0,T.R. Dunn,SG,28.0,DEN,80.0,10.2,0.523,7.4,15.1,11.1,9.1,2.8,0.6,18.3,4.1,2.6,3.1,0.47,0.0,0.47200000000000003,0.47,0.731,574.0,228.0,173.0,32.0,97.0,454.0
7288,1984.0,Mark Eaton,C,27.0,UTA,82.0,12.3,0.49,7.7,20.8,14.6,6.4,0.5,8.5,17.2,3.7,1.9,2.1,0.466,0.0,0.467,0.466,0.593,595.0,113.0,25.0,351.0,98.0,461.0
7289,1984.0,Jerry Eaves,PG,24.0,UTA,80.0,10.6,0.507,3.1,5.4,4.3,24.7,1.5,0.2,20.9,0.7,-5.2,-0.8,0.451,0.0,0.46,0.451,0.6970000000000001,85.0,200.0,33.0,5.0,93.0,356.0
7290,1984.0,Keith Edmonson,SG,23.0,TOT,55.0,15.5,0.545,8.0,7.1,7.5,7.5,1.9,0.6,13.9,0.7,-3.7,-0.3,0.49200000000000005,,0.49200000000000005,0.49200000000000005,0.746,88.0,34.0,26.0,7.0,61.0,410.0
7291,1984.0,Keith Edmonson,SG,23.0,SAS,40.0,16.2,0.5429999999999999,8.3,6.0,7.2,7.2,1.9,0.6,12.4,0.8,-3.0,-0.1,0.493,,0.493,0.493,0.752,70.0,27.0,22.0,6.0,45.0,346.0
7292,1984.0,Keith Edmonson,SG,23.0,DEN,15.0,12.2,0.552,6.1,12.8,9.4,9.1,1.7,0.5,21.6,0.0,-7.3,-0.1,0.489,,0.489,0.489,0.72,18.0,7.0,4.0,1.0,16.0,64.0
7293,1984.0,Franklin Edwards,PG,24.0,PHI,60.0,7.9,0.41700000000000004,2.1,7.9,5.1,19.1,2.3,0.4,16.0,0.1,-5.5,-0.6,0.38,0.0,0.382,0.38,0.708,59.0,90.0,31.0,5.0,46.0,202.0
7294,1984.0,James Edwards,C,28.0,PHO,72.0,16.2,0.57,6.6,14.9,10.7,13.9,0.6,0.9,13.1,4.4,-0.4,0.8,0.536,0.0,0.537,0.536,0.72,348.0,184.0,23.0,30.0,140.0,1059.0
7295,1984.0,Craig Ehlo,SG,22.0,HOU,7.0,8.2,0.419,6.9,8.5,7.7,12.4,2.2,0.0,9.9,0.0,-4.3,0.0,0.40700000000000003,,0.40700000000000003,0.40700000000000003,1.0,9.0,6.0,3.0,0.0,3.0,23.0
7296,1984.0,Dale Ellis,SF,23.0,DAL,67.0,15.1,0.503,11.6,15.8,13.7,7.6,1.9,0.5,12.5,1.5,-3.0,-0.3,0.456,0.414,0.45899999999999996,0.469,0.7190000000000001,250.0,56.0,41.0,9.0,78.0,549.0
7297,1984.0,Len Elmore,PF,31.0,NYK,65.0,6.1,0.446,9.1,15.0,12.1,4.6,1.7,2.2,20.9,0.9,-1.5,0.1,0.408,,0.408,0.408,0.711,165.0,30.0,29.0,30.0,46.0,155.0
7298,1984.0,Chris Engler,C,24.0,GSW,46.0,5.3,0.43,7.6,22.8,14.7,3.8,1.2,0.5,20.5,0.0,-7.4,-0.5,0.39799999999999996,,0.39799999999999996,0.39799999999999996,0.609,97.0,11.0,9.0,3.0,24.0,80.0
7299,1984.0,Alex English*,SF,30.0,DEN,82.0,22.2,0.57,7.7,9.3,8.5,20.9,1.3,1.7,10.5,8.2,3.3,3.9,0.529,0.14300000000000002,0.531,0.529,0.8240000000000001,464.0,406.0,83.0,95.0,222.0,2167.0
7300,1984.0,Julius Erving*,SF,33.0,PHI,77.0,22.9,0.562,8.3,14.1,11.2,19.3,2.5,3.0,13.0,10.1,5.9,5.3,0.512,0.33299999999999996,0.515,0.515,0.754,532.0,309.0,141.0,139.0,230.0,1727.0
7301,1984.0,Mike Evans,PG,28.0,DEN,78.0,10.4,0.506,1.4,7.4,4.3,20.1,1.6,0.1,15.8,0.9,-4.1,-0.9,0.431,0.36,0.444,0.45899999999999996,0.847,138.0,288.0,61.0,4.0,117.0,629.0
7302,1984.0,Eric Fernsten,PF,30.0,NYK,32.0,9.6,0.62,8.8,17.2,13.0,3.5,1.9,1.2,22.1,1.0,-0.1,0.2,0.5579999999999999,,0.5579999999999999,0.5579999999999999,0.735,86.0,11.0,16.0,8.0,19.0,83.0
7303,1984.0,Sleepy Floyd,PG,23.0,GSW,77.0,14.6,0.531,3.5,8.4,5.8,15.1,1.9,0.7,13.9,4.4,-0.8,0.8,0.46299999999999997,0.17800000000000002,0.47600000000000003,0.467,0.816,271.0,269.0,103.0,31.0,196.0,1291.0
7304,1984.0,Phil Ford,PG,27.0,HOU,81.0,10.4,0.5479999999999999,1.5,5.8,3.7,24.5,1.3,0.2,20.6,2.9,-3.2,-0.6,0.502,0.133,0.514,0.504,0.838,137.0,410.0,59.0,8.0,135.0,572.0
7305,1984.0,Rod Foster,PG,23.0,PHO,80.0,11.9,0.512,3.2,6.7,4.9,16.2,1.8,0.4,14.3,1.6,-3.1,-0.4,0.44799999999999995,0.262,0.48,0.467,0.787,120.0,172.0,54.0,9.0,108.0,664.0
7306,1984.0,World B.,SG,30.0,CLE,75.0,18.8,0.512,4.1,6.3,5.2,16.3,2.0,0.2,8.6,5.3,0.2,1.3,0.445,0.319,0.451,0.45299999999999996,0.784,217.0,226.0,94.0,8.0,154.0,1669.0
7307,1984.0,Bill Garnett,PF,23.0,DAL,80.0,12.3,0.546,9.3,15.8,12.6,10.3,1.4,2.4,15.3,3.5,1.0,1.1,0.47200000000000003,0.0,0.475,0.47200000000000003,0.733,331.0,128.0,44.0,66.0,68.0,411.0
7308,1984.0,Calvin Garrett,SF,27.0,LAL,41.0,10.2,0.556,6.1,10.4,8.4,8.0,1.2,0.2,16.7,0.6,-3.4,-0.2,0.513,0.33299999999999996,0.521,0.52,0.769,71.0,31.0,12.0,2.0,34.0,188.0
7309,1984.0,John Garris,PF,24.0,CLE,33.0,18.5,0.56,14.4,18.5,16.4,5.7,1.5,1.3,8.6,0.9,-0.6,0.1,0.51,,0.51,0.51,0.794,77.0,10.0,8.0,6.0,11.0,131.0
7310,1984.0,George Gervin*,SG,31.0,SAS,76.0,19.3,0.551,4.4,8.4,6.4,12.5,1.4,0.9,11.2,5.5,-0.4,1.1,0.49,0.41700000000000004,0.491,0.493,0.8420000000000001,313.0,220.0,79.0,47.0,224.0,1967.0
